YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1969,6910,,7080,7730,7900,8470,8300,8130,7480,7250,7160,6510
1969,6910,,7480,,8040,,8300,8130,,7250,,6510
1970,6510,6230,6430,6600,6880,7140,6940,7500,7390,7360,7420,7700
1970,6260,6630,6820,6600,7050,7140,6940,7500,7390,7360,7420,7700
1970,5660,6630,6820,6600,7050,7140,6940,7500,7390,7450,7420,7700
1970,5660,6630,6820,6680,7050,7140,7160,7500,7390,7450,7420,7700
1970,6290,6630,6820,5950,7050,7140,7160,7500,7280,7450,7420,7790
1970,6460,6630,6820,6680,7050,7140,7160,7500,7280,7450,7420,7790
1970,6460,6680,6460,6680,7050,7140,7160,7500,7280,7450,7480,7790
1970,6510,6680,6460,6680,7050,7140,7160,7590,7280,7450,7480,7790
1970,6710,6680,6850,6680,7050,7140,7160,7590,7280,7450,7480,7790
1970,6230,6680,6850,6680,7050,7140,7160,7590,7280,7420,7480,7820
1970,6230,6680,6850,6230,7050,7140,7220,7590,7280,7420,7480,7790
1970,6630,6680,6850,6230,7050,7140,7220,7590,7310,7420,7480,7930
1970,6630,6680,6880,6800,7050,7020,7250,7590,7310,7420,7480,7930
1970,6630,6800,6090,6800,7050,7020,7220,7590,7310,7420,7420,7930
1970,6650,6800,6090,6800,7050,7020,7220,7500,7310,7420,7420,7930
1970,6630,6800,6880,6800,6970,7020,7220,7500,7310,7420,7420,7930
1970,6260,6800,6910,6800,6970,7020,7220,7500,7310,7480,7420,7930
1970,6260,6800,6880,6770,6970,7020,7280,7500,7310,7480,7450,7930
1970,6650,6800,6880,6770,6970,7020,7280,7500,7280,7480,7420,7220
1970,6650,6800,6880,6770,6970,7020,7280,7500,7280,7480,7420,7220
1970,6650,6370,5950,6770,6990,7020,7280,7500,7280,7480,7560,7220
1970,6650,6200,5950,6770,6940,7020,7280,7480,7280,7480,7560,6510
1970,6650,6770,6740,6770,7140,7020,7280,7480,7280,7480,7560,6510
1970,6230,6770,6740,6770,7140,7020,7280,7480,7280,7420,7560,6510
1970,6230,6770,6740,6880,7140,7020,7500,7480,7280,7450,7560,6510
1970,6630,6770,6740,6850,7140,7020,7500,7480,7360,7420,7560,5950
1970,6630,6770,6740,6880,7140,6940,7500,7480,7360,7420,7560,5950
1970,6630,6430,6600,6880,7140,6940,7500,7480,7360,7420,7700,6740
1970,6630,,6600,6880,7140,6940,7500,7390,7360,7420,7700,6740
1970,6630,,6600,6880,7140,6940,7500,7390,7360,7420,7700,6740
1970,6230,,6600,,7140,,7500,7390,,7420,,6740
1971,6230,6910,7080,7670,8040,8040,7530,7390,7250,7500,7280,6600
1971,6230,6910,7080,7650,8040,8040,7310,7390,7250,7420,7280,6600
1971,6230,6910,7080,7930,8040,8040,7160,7390,7250,7420,7280,6600
1971,6740,6910,7080,7930,8040,8040,7190,7390,7480,7420,7280,6540
1971,6740,6910,7080,7930,8040,7960,7190,7390,7480,7420,7280,6540
1971,6740,6940,7390,7930,8040,7960,7190,7420,7480,7420,7250,6540
1971,6740,6940,7390,7930,8040,7960,7190,7390,7480,7420,7250,6540
1971,6740,6940,7390,7930,8040,7960,7450,7390,7480,7420,7250,6540
1971,6230,6940,7390,7930,8040,7960,7530,7390,7480,7360,7250,6540
1971,6230,6940,7390,7670,8040,7960,7590,7390,7480,7360,7250,6540
1971,6740,6940,7390,7670,8040,7960,7590,7390,7480,7360,7250,6540
1971,6740,6940,7390,7670,8040,7790,7590,7390,7480,7360,7250,6540
1971,6740,7080,7480,7670,8040,7790,7590,7390,7480,7360,7080,6540
1971,6740,7080,7480,6800,8040,7790,7590,7330,7480,7360,7080,6540
1971,6740,7080,7480,6800,8130,7790,7590,7330,7480,7360,7080,6510
1971,6510,7080,7480,6800,8130,7790,7590,7330,7480,7250,7080,6540
1971,6510,7080,7480,7080,8130,7790,7390,7330,7480,7250,7080,6540
1971,6910,7080,7480,7360,8130,7790,7390,7330,7480,7250,7080,6820
1971,6910,7080,7480,7840,8130,7590,7390,7330,7480,7250,7080,6820
1971,6910,7080,7560,7840,8130,7480,7390,7330,7480,7250,6710,6820
1971,6910,7080,7560,7840,8130,7280,7390,7220,7480,7250,6710,6820
1971,6910,7080,7560,7840,8100,7280,7390,7220,7480,7250,6710,6820
1971,6510,7080,7560,7840,8100,7280,7390,7220,7480,7250,6710,6820
1971,6510,7080,7560,7840,8100,7280,7330,7220,7480,7250,6710,6820
1971,6910,7080,7560,7840,8100,7280,7330,7220,7500,7250,6710,6850
1971,6910,7080,7560,7840,8100,7480,7330,7220,7500,7250,6710,6850
1971,6910,7080,7650,7840,8100,7620,7330,7220,7500,7250,6600,6850
1971,6910,7080,7650,7840,8100,7530,7330,7250,7500,7250,6600,6850
1971,6910,,7650,7840,8040,7530,7330,7250,7500,7250,6600,6510
1971,6510,,7650,7840,8040,7530,7330,7250,7500,7280,6600,6510
1971,6510,,7620,,8040,,7390,7250,,7280,,6510
1972,5660,6740,6770,7360,8040,8330,8780,8780,8780,8780,8270,8350
1972,5660,6740,6970,7930,8040,8330,8780,8780,8780,8780,8270,8350
1972,6460,6740,6970,7930,8040,8350,8780,8780,8780,8780,8270,8350
1972,6460,6740,6510,7930,8040,8350,8810,8810,8670,8780,8300,8350
1972,6460,5950,6510,8210,8040,8350,8780,8780,8780,8780,8300,8350
1972,6460,5950,6910,8240,8180,8330,8780,8780,8780,8780,8300,8350
1972,6460,6740,6910,8210,8180,8410,8780,8780,8810,8780,8300,8350
1972,5660,6630,6910,7450,8180,8350,8780,8780,8830,8780,8300,8350
1972,5660,6460,6910,7450,8180,8350,8780,8780,8780,8780,8300,8380
1972,6460,6460,6910,7450,8180,8330,8810,8780,8780,8810,8300,8380
1972,6460,5660,7080,7420,8180,8330,8780,8780,8780,8780,8350,8380
1972,6460,5660,7080,7650,8180,8330,8780,8780,8780,8780,8350,8380
1972,6460,5660,7080,6800,8270,8330,8780,8780,8780,8780,8350,8380
1972,6460,6460,7080,6800,8270,8330,8780,8780,8810,8500,8350,8410
1972,5660,6800,7080,7620,8270,8330,8780,8780,8750,8500,8350,8380
1972,5660,6800,7080,7620,8270,8330,8780,8780,8810,8440,8350,8380
1972,6460,6940,7080,7620,8270,8500,8780,8780,8780,8550,8380,8180
1972,6460,6940,7280,7620,8270,8500,8780,8780,8780,8500,8240,6940
1972,6460,6510,7280,7620,8270,8500,8780,8780,8750,8500,8240,6510
1972,6460,6510,7280,7620,8330,8500,8780,8780,8780,8500,8210,6570
1972,6460,6800,7360,7620,8330,8500,8780,8780,8810,8380,8270,6540
1972,5950,6800,7500,7900,8330,8500,8750,8780,8750,8380,8240,6510
1972,5950,6800,7500,7900,8330,8750,8780,8780,8780,8380,8240,6510
1972,6740,6800,7500,7900,8330,8780,8780,8780,8810,8380,8240,6510
1972,6740,6800,7500,7900,8330,8780,8780,8780,8780,8380,8350,6510
1972,6740,6370,7500,7900,8330,8780,8780,8780,8780,8380,8350,6510
1972,6740,6370,7500,7900,8330,8780,8780,8780,8780,8380,8350,6650
1972,6740,6770,7790,7900,8330,8780,8780,8780,8810,8270,8350,7080
1972,5950,6770,7790,8040,8330,8780,8780,8780,8780,8270,8350,7250
1972,5950,,7790,8040,8330,8780,8780,8780,8780,8270,8350,7360
1972,6740,,7840,,8330,,8780,8780,,8270,,7360
1973,7360,6510,8350,8950,9400,9770,9910,9910,9000,8780,8500,8160
1973,7360,6510,8350,8950,9400,9910,9910,9910,9000,8780,8500,8160
1973,7360,6800,8500,8950,9400,9910,9910,9940,9000,8780,8500,8160
1973,7360,6800,8500,8950,9400,9910,9910,9510,9000,8780,8500,8160
1973,7650,7080,8500,8950,9430,9910,9910,9490,9000,8780,8500,8160
1973,7650,7650,8500,8950,9430,9910,9910,9490,9000,8780,8500,8160
1973,7080,7650,8500,9030,9430,9910,9910,9490,9000,8780,8500,8160
1973,6570,7930,8500,9030,9430,9910,9910,9490,8780,8780,8500,8130
1973,6570,7930,8240,9030,9430,9910,9910,9490,8780,8810,8500,8130
1973,6510,8210,8210,9030,9430,9910,9880,9490,8780,8780,8350,8130
1973,6510,8210,8210,9030,9430,9910,9940,9060,9060,8780,8350,8130
1973,6510,8210,8210,9030,9460,9910,9910,9060,9060,8780,8350,8130
1973,6800,8210,8210,9030,9460,9910,9910,9060,9060,8780,8350,8130
1973,6800,8240,8210,9340,9460,9910,9910,9060,9060,8780,8350,8130
1973,6800,8210,8210,9340,9460,9910,9910,9060,9060,8780,8350,8130
1973,7080,8210,8240,9340,9460,9910,9910,9060,9060,8780,8240,8160
1973,7220,8210,8410,9340,9490,9910,9910,9060,9060,8780,8180,8040
1973,7650,8210,8440,9340,9460,9910,9910,8980,9060,8780,8270,7930
1973,7650,8210,8440,9340,9630,9910,9910,8980,9060,8780,8270,7310
1973,7080,8210,8410,9370,9490,9910,9910,8980,9060,8640,8270,7020
1973,7080,8210,8410,9370,9490,9910,9940,8980,9060,8640,8070,6990
1973,7080,8210,8410,9370,9630,9910,9880,8980,8920,8640,8100,7050
1973,7080,8210,8410,9370,9630,9910,9910,8980,8920,8640,8270,6770
1973,7080,8210,8780,9370,9630,9910,9910,8980,8920,8640,8160,6540
1973,7220,8210,8780,9370,9630,9910,9910,8780,8920,8640,8160,6540
1973,7650,8210,8810,9370,9770,9910,9910,8780,8920,8640,8160,6510
1973,7790,8350,8810,9370,9770,9910,9910,8780,8920,8500,8160,6510
1973,7990,8350,8780,9400,9770,9910,9910,8780,8920,8500,8160,6510
1973,7080,,8780,9400,9770,9910,9910,8780,8780,8240,8160,6510
1973,6740,,8780,9400,9770,9910,9880,8780,8780,7930,8160,6510
1973,6600,,8950,,9740,,9910,8780,,8210,,6510
1974,6510,6230,8210,8780,8780,8920,9340,9630,9060,8810,8210,7960
1974,6510,6800,8500,8780,8780,8920,9340,9630,9060,8750,8010,7960
1974,6510,6800,8500,8780,8780,9000,9340,9630,9060,8780,8010,7480
1974,6800,6800,8500,8780,8780,9060,9340,9630,9060,8780,8010,7840
1974,6800,6800,8500,8780,8780,9060,9340,9630,9060,8780,7900,7960
1974,6770,6800,8500,8720,8780,9060,9430,9630,9060,8780,7730,7960
1974,6800,6800,8500,8720,8780,9060,9430,9630,8920,8780,7820,7760
1974,6800,7080,8500,8720,8780,9340,9400,9660,8920,8780,7960,7760
1974,6740,7360,8300,8720,8780,9340,9430,9600,8920,8780,7960,7760
1974,6460,7360,8300,8720,8780,9340,9430,9490,8920,8780,7960,7760
1974,6170,7360,8300,8720,8780,9340,9430,9490,8920,8780,7820,7760
1974,5800,7650,8300,8720,8780,9340,9430,9490,8920,8640,7670,7760
1974,5800,7650,8300,8780,8780,9340,9540,9490,8920,8640,7760,7760
1974,6230,7650,8300,8780,8780,9340,9570,9490,8920,8640,7870,7930
1974,6600,7650,8300,8780,8780,9340,9540,9490,8920,8640,7960,7900
1974,6850,7650,8500,8780,8780,9320,9540,9490,8920,8640,7730,7730
1974,6940,7650,8500,8780,8780,9340,9540,9200,8950,8640,7730,7930
1974,6940,7650,8500,8780,8780,9340,9540,9200,8920,8640,7730,7930
1974,6940,7650,8500,8780,8780,9340,9540,9200,8920,8500,7760,7930
1974,6940,7930,8500,8780,8640,9340,9630,9200,8950,8500,7730,7930
1974,7020,7930,8780,8780,8500,9340,9630,9170,8780,8500,7730,8210
1974,7080,7930,8780,8780,8500,9340,9630,9200,8780,8500,7730,8210
1974,7220,8210,8780,8780,8500,9340,9660,9200,8750,8500,7790,8210
1974,7360,8210,8780,8780,8500,9340,9630,9060,8810,8500,7790,8210
1974,7360,8210,8780,8780,8500,9340,9630,9060,8780,8500,7790,8210
1974,7360,8210,8780,8780,8500,9340,9630,9060,8780,8350,7790,8210
1974,7360,8210,8780,8780,8640,9340,9630,9060,8780,8350,7790,8210
1974,7360,8210,8780,8780,8780,9340,9630,9060,8780,8350,7790,8210
1974,7360,,8780,8780,8780,9340,9600,9060,8780,8300,7790,8210
1974,7140,,8780,8780,8780,9340,9630,9060,8780,8210,7960,8210
1974,6230,,8780,,8920,,9630,9060,,8210,,8210
1975,8210,6510,7930,8500,8410,8720,8470,8160,7960,7990,8240,8040
1975,8210,6510,7930,8500,8410,8720,8470,8100,7960,7990,8240,8040
1975,8210,6510,7930,8470,8410,8720,8470,8100,7960,7990,8240,8040
1975,8210,6510,7930,8500,8410,8720,8470,8100,7960,8180,8240,8040
1975,8210,6510,7930,8500,8410,8720,8270,8100,7960,8180,8240,8040
1975,8210,6510,7930,8520,8410,8720,8270,8100,8010,8180,8240,7990
1975,7790,6510,7930,8500,8410,8720,8270,8100,8010,8180,8240,7960
1975,7650,6800,8210,8500,8410,8720,8270,8100,8010,8180,8070,7960
1975,7650,6800,8210,8500,8410,8720,8270,8070,8010,8180,8240,7960
1975,7650,6800,8210,8500,8780,8720,8270,8070,8010,8180,8160,7960
1975,7650,6800,8210,8500,8780,8720,8270,8070,8010,8100,8160,7960
1975,7650,7080,8210,8780,8780,8720,8210,8070,8010,8100,8180,7960
1975,7790,7080,8210,8780,8780,8720,8210,8070,7960,8100,8160,7990
1975,8210,7080,8210,8780,8780,8750,8210,8070,7960,8100,8160,7990
1975,8070,7360,8210,8780,8780,8750,8210,8070,7960,8100,8160,7990
1975,7500,7360,8210,8780,8780,8750,8210,8010,7960,8100,8160,7990
1975,6940,7360,8210,8780,8780,8750,8210,8010,7960,8100,8160,7990
1975,6510,7360,8210,8610,8780,8750,8210,8010,7960,8240,8160,7990
1975,6510,7360,8240,8610,8780,8750,8070,8010,7960,8240,8160,7670
1975,6510,7360,8210,8610,8780,8750,8070,8010,7930,8240,8160,6510
1975,6510,7360,8210,8640,8780,8780,8070,8010,7930,8240,8160,6510
1975,6510,7480,8210,8610,8780,8780,8070,8010,7930,8240,8070,6510
1975,6510,7480,8210,8610,8780,8780,8070,7870,7930,8240,8070,6510
1975,6510,7480,8210,8610,8750,8780,8070,7870,7930,8240,8070,6510
1975,6510,7480,8210,8470,8750,8780,8070,7870,7930,8300,7900,6510
1975,6510,7480,8210,8040,8750,8780,8160,7870,7930,8300,7930,6510
1975,6510,7480,8210,8040,8750,8780,8160,7870,7990,8300,8070,6510
1975,6510,7480,8210,8180,8750,8470,8160,7870,7990,8300,8100,6510
1975,6510,,8500,8410,8750,8470,8160,7870,7990,8300,8040,6510
1975,6510,,8520,8410,8750,8470,8160,7960,7990,8300,8040,6800
1975,6510,,8500,,8720,,8160,7960,,8300,,7360
1976,7650,7080,7930,8500,9200,9630,9940,9630,8950,8670,8440,8070
1976,7650,7080,7930,7990,9200,9630,9910,9660,8950,8670,8440,8070
1976,7650,7110,7590,7790,9200,9630,9910,9630,8950,8670,8440,8070
1976,7650,7220,7360,7790,9200,9710,9940,9630,8860,8690,8440,7220
1976,7650,7220,7360,7790,9200,9770,9910,9630,8860,8670,8440,6510
1976,7650,7220,7500,7790,9200,9770,9910,9630,8860,8670,8500,6710
1976,7650,6940,7790,7870,9200,9850,9910,9340,8860,8670,8500,7190
1976,7650,6940,7930,7930,9490,9880,9910,9340,8830,8670,8500,7560
1976,7650,7220,7930,8160,9510,9910,9880,9340,8860,8520,8500,6510
1976,7650,7360,8070,8270,9490,9910,9940,9340,8860,8520,8500,6680
1976,7020,7360,8210,8440,9490,9910,9910,9340,8750,8550,8500,6820
1976,6230,7360,8210,8640,9490,9910,9910,9340,8750,8520,8500,6800
1976,5950,7360,8210,8780,9490,9910,9910,9370,8750,8520,8500,6800
1976,5950,7360,8210,8980,9490,9910,9910,9090,8750,8520,8470,6800
1976,6090,7360,8210,8980,9490,9910,9910,9090,8750,8520,8470,6800
1976,6340,7420,8210,8980,9490,9910,9910,9090,8750,8500,8470,6800
1976,6510,7500,8240,9060,9490,9940,9910,9090,8750,8500,8470,6800
1976,6510,7500,8240,9060,9510,9880,9910,9090,8670,8500,8470,6800
1976,6800,7500,8210,9060,9490,9940,9910,9090,8670,8500,8470,6800
1976,6800,7500,8500,9090,9490,9910,9910,9090,8670,8500,8380,6800
1976,6800,7500,8500,9060,9150,9910,9880,9060,8670,8500,8380,6800
1976,6910,7500,8520,9060,8780,9970,9910,9060,8670,8500,8380,6800
